Description,p_y101_y1015,q_y101_y1015,p_y101_y102,q_y101_y102,p_y101_y201,q_y101_y201,p_y101_y202,q_y101_y202,p_y102_y201,q_y102_y201,p_y102_y202,q_y102_y202,p_y201_y202,q_y201_y202,>1pep
UDP-glucose:glycoprotein glucosyltransferase 1 OS=Homo sapiens GN=UGGT1 PE=1 SV=3,0.499983037,0.405387346,0.487449115,0.479115666,0.394626203,0.608824883,0.209206842,0.517702994,0.031614002,0.200708451,0.339450726,1,0.004477559,0.101574698,x
Protein jagged-1 OS=Homo sapiens GN=JAG1 PE=1 SV=3,0.074485925,0.14134235,0.40383753,0.445649174,0.000981279,0.194806298,0.227857283,0.520388092,0.001925104,0.103586825,0.518265761,1,0.005631671,0.105416536,x
Non-POU domain-containing octamer-binding protein OS=Homo sapiens GN=NONO PE=1 SV=4,0.924300083,0.585042197,0.287388154,0.402745676,0.263582763,0.608824883,0.305708302,0.569746255,0.051337057,0.207032909,0.754645402,1,0.051873036,0.246119379,x
"Beta-1,4-glucuronyltransferase 1 OS=Bos taurus GN=B4GAT1 PE=2 SV=2",0.956109161,0.594417173,0.361649504,0.432274075,0.043586596,0.608824883,0.915831228,0.812418291,0.090052051,0.230303107,0.307116591,1,0.036297784,0.228936997,x
Follistatin-related protein 3 OS=Homo sapiens GN=FSTL3 PE=1 SV=1,0.0115963,0.057737443,0.064315909,0.279119369,0.558047525,0.643476594,0.294190821,0.564667498,0.088075176,0.230303107,0.619946878,1,0.207296299,0.386271044,x
Ubiquitin-conjugating enzyme E2 N OS=Bos taurus GN=UBE2N PE=2 SV=1,0.059223155,0.12383599,0.252969825,0.393141057,0.276308896,0.608824883,0.350075245,0.594581193,0.105608692,0.232556846,0.982547075,1,0.139882813,0.325539257,x
Acylamino-acid-releasing enzyme OS=Homo sapiens GN=APEH PE=1 SV=4,0.050071924,0.112249976,0.233105901,0.385369047,0.413555962,0.61323726,0.134010601,0.454973165,0.240587754,0.287255495,0.293331725,1,0.146990129,0.333558549,x
Microfibrillar-associated protein 2 OS=Homo sapiens GN=MFAP2 PE=2 SV=1,0.015212934,0.063613278,0.057034099,0.268556633,0.070653958,0.608824883,0.000422508,0.044467558,0.150935441,0.247455003,0.13539155,1,0.001266105,0.061897598,x
V-type proton ATPase subunit S1 OS=Homo sapiens GN=ATP6AP1 PE=1 SV=2,0.639887546,0.476914747,0.465500058,0.468355029,0.598291577,0.657423911,0.51159536,0.663191734,0.847902272,0.485301216,0.972989193,1,0.86377622,0.658776591,x
Lysosomal protective protein OS=Homo sapiens GN=CTSA PE=1 SV=2,0.885589869,0.573176749,0.213446181,0.375184971,0.620837784,0.666724484,0.434214725,0.626656693,0.644388679,0.418089293,0.697618848,1,0.88506425,0.667314791,x
Actin-related protein 2/3 complex subunit 1A OS=Homo sapiens GN=ARPC1A PE=2 SV=2,0.003801717,0.040971812,0.145062512,0.337311748,0.361030641,0.608824883,0.031288203,0.269810607,0.164908433,0.255393905,0.334126768,1,0.091506549,0.285046064,x
Protein S100-A16 OS=Homo sapiens GN=S100A16 PE=1 SV=1,0.008629287,0.054434927,0.047043446,0.246646372,0.196127026,0.608824883,0.292310691,0.562732436,0.854348364,0.487326554,0.057824954,1,0.397236246,0.462375693,x
Transforming growth factor beta-2 OS=Bos taurus GN=TGFB2 PE=1 SV=3,0.009248052,0.054434927,0.082073931,0.290252089,0.557882566,0.643476594,0.037826499,0.293088049,0.044819209,0.202796792,0.165966629,1,0.024051069,0.19318147,x
40S ribosomal protein S21 OS=Bos taurus GN=RPS21 PE=3 SV=1,0.102364164,0.168321582,0.308159826,0.409318225,0.55552709,0.643476594,0.494890261,0.653585425,0.144786164,0.246376324,0.589189234,1,0.22989169,0.402066429,x
Adenylyl cyclase-associated protein 2 OS=Homo sapiens GN=CAP2 PE=1 SV=1,0.003732261,0.040971812,0.096936292,0.310685462,0.702388746,0.695462643,0.051988781,0.33968071,0.055268013,0.211413601,0.970464723,1,0.019413529,0.174049235,x
Thyroxine-binding globulin OS=Bos taurus GN=SERPINA7 PE=2 SV=1,0.652596167,0.48015553,0.383984511,0.437961466,0.679832223,0.689756081,0.861678255,0.794354085,0.977993018,0.522648746,0.477299539,1,0.637180115,0.568525135,x
Adiponectin OS=Bos taurus GN=ADIPOQ PE=1 SV=1,0.261549571,0.277508228,0.579294078,0.497759815,0.794630065,0.724742458,0.658212449,0.726303654,0.946215186,0.512216771,0.979948278,1,0.961702327,0.691077549,x
Phosphoserine phosphatase OS=Homo sapiens GN=PSPH PE=1 SV=2,0.014014658,0.061090503,0.271728994,0.401094401,0.974386787,0.776013627,0.133864364,0.454973165,0.030273196,0.200708451,0.310038912,1,0.006039395,0.108960551,x
Transcription elongation factor B polypeptide 1 OS=Bos taurus GN=TCEB1 PE=3 SV=1,0.093835191,0.161764952,0.56290665,0.49274886,0.455894284,0.624174769,0.648259979,0.721025323,0.310328618,0.316119194,0.753854322,1,0.318580306,0.439098094,x
Fibulin-7 OS=Homo sapiens GN=FBLN7 PE=2 SV=1,0.008657742,0.054434927,0.21300226,0.375184971,0.66180769,0.683881818,0.179380684,0.491740905,0.590174247,0.401483573,0.507156657,1,0.347815637,0.452056899,x
Ubiquitin-fold modifier 1 OS=Bos taurus GN=UFM1 PE=3 SV=1,0.009024356,0.054434927,0.902750891,0.590386925,0.502122341,0.636245034,0.570595584,0.690267577,0.533422792,0.382165384,0.633615007,1,0.730021647,0.611871067,x
"Acetyl-CoA acetyltransferase, cytosolic OS=Homo sapiens GN=ACAT2 PE=1 SV=2",0.024192887,0.077859356,0.406021561,0.445649174,0.753904671,0.707647051,0.782356728,0.773039413,0.736279981,0.449990778,0.405364781,1,0.631912158,0.566383526,x
CD44 antigen OS=Homo sapiens GN=CD44 PE=1 SV=3,0.643588931,0.478118757,0.695482239,0.53466438,0.452999177,0.623814458,0.529923761,0.67196031,0.54490153,0.385038411,0.196404885,1,0.258272886,0.416585467,x
Serine/threonine-protein phosphatase PP1-alpha catalytic subunit OS=Bos taurus GN=PPP1CA PE=2 SV=1,0.009082857,0.054434927,0.164111676,0.353402243,0.727340278,0.704239514,0.172654101,0.487145968,0.534568994,0.382165384,0.797033651,1,0.634674894,0.567240797,x
Glucosidase 2 subunit beta OS=Homo sapiens GN=PRKCSH PE=1 SV=2,0.575386707,0.444585916,0.64138422,0.52193337,0.77724335,0.718234045,0.129159026,0.448766312,0.5014206,0.371927722,0.536046848,1,0.081089113,0.274018506,x
Prefoldin subunit 2 OS=Bos taurus GN=PFDN2 PE=2 SV=1,0.012116327,0.058620747,0.014062144,0.186519601,0.475083451,0.634633947,0.755787502,0.766346929,0.088935725,0.230303107,0.43174181,1,0.471482611,0.501774831,x
D-dopachrome decarboxylase-like protein OS=Homo sapiens GN=DDTL PE=2 SV=1,0.53569145,0.423627533,0.042760145,0.246646372,0.255396771,0.608824883,0.636553083,0.715250025,0.721283822,0.444402424,0.274848248,1,0.387993058,0.456355487,x
Myosin regulatory light polypeptide 9 OS=Homo sapiens GN=MYL9 PE=1 SV=4,0.911624309,0.580998419,0.370804336,0.436158625,0.849414827,0.748284263,0.218778632,0.517702994,0.326430436,0.320154183,0.382681569,1,0.190322019,0.37242467,x
Adenosylhomocysteinase OS=Bos taurus GN=AHCY PE=2 SV=3,0.145327922,0.203484899,0.835182862,0.573687539,0.597852551,0.657423911,0.237129362,0.524151841,0.367997639,0.33272913,0.161555893,1,0.09960167,0.297617496,x
Histone-binding protein RBBP7 OS=Homo sapiens GN=RBBP7 PE=1 SV=1,0.069508732,0.135801724,0.138440611,0.333440268,0.296981016,0.608824883,0.298280189,0.565639524,0.161854883,0.252851225,0.800100721,1,0.19383148,0.373346927,x
Beta-hexosaminidase subunit alpha OS=Homo sapiens GN=HEXA PE=1 SV=2,0.862616741,0.565360972,0.823832618,0.571729277,0.443047133,0.622806778,0.406992521,0.618379065,0.189410426,0.266803045,0.280256941,1,0.105979924,0.301008172,x
Integral membrane protein 2B OS=Homo sapiens GN=ITM2B PE=1 SV=1,0.00418506,0.042347757,0.032743022,0.242798691,0.092103456,0.608824883,0.017965769,0.21505908,0.185510653,0.265435103,0.657828336,1,0.092807332,0.286345983,x
Jupiter microtubule associated homolog 2 OS=Homo sapiens GN=JPT2 PE=1 SV=1,0.129874032,0.190506076,0.097838767,0.310685462,0.399269712,0.611291926,0.044835264,0.312846082,0.09988286,0.230303107,0.464958182,1,0.06253945,0.262567744,x
Ganglioside GM2 activator OS=Homo sapiens GN=GM2A PE=1 SV=4,0.181358385,0.227712505,0.0965575,0.310685462,0.021539621,0.608824883,0.017237982,0.21505908,0.036421175,0.200708451,0.003951294,1,0.4842825,0.508636284,x
Tyrosine-protein kinase receptor UFO OS=Homo sapiens GN=AXL PE=1 SV=3,0.358851198,0.33062868,0.007739977,0.16805672,0.091689345,0.608824883,0.003915582,0.123630583,0.045423623,0.202796792,0.290976987,1,0.015920819,0.167464433,x
Protein S100-A4 OS=Homo sapiens GN=S100A4 PE=1 SV=1,0.058717144,0.12350474,0.034344953,0.246646372,0.91463632,0.761858461,0.005686312,0.145076259,0.104965014,0.232556846,0.471962183,1,0.037561744,0.230857499,x
Glutaminyl-peptide cyclotransferase OS=Homo sapiens GN=QPCT PE=1 SV=1,0.000661224,0.019822028,0.000138485,0.036073804,0.29664233,0.608824883,0.000155449,0.027319635,0.016665026,0.176461091,0.14459936,1,0.008990477,0.140734877,x
Xaa-Pro aminopeptidase 1 OS=Homo sapiens GN=XPNPEP1 PE=1 SV=3,0.034789102,0.093955901,0.004498808,0.160228477,0.133488106,0.608824883,0.000477138,0.046354324,0.006139056,0.132460898,0.119181774,1,0.0072441,0.124371431,x
Glutaredoxin-1 OS=Homo sapiens GN=GLRX PE=1 SV=2,0.000387268,0.018835858,0.082053304,0.290252089,0.017206713,0.608824883,0.611196378,0.706968053,0.006564568,0.132460898,0.165939322,1,0.205059716,0.385648654,x
S-phase kinase-associated protein 1 OS=Bos taurus GN=SKP1 PE=2 SV=1,0.012441059,0.058924888,0.025433198,0.234394351,0.335706889,0.608824883,0.141976958,0.459841111,0.13437584,0.240483994,0.744714774,1,0.136758096,0.323105709,x
Apolipoprotein A-II OS=Bos taurus GN=APOA2 PE=1 SV=2,0.634120413,0.474111313,0.461696437,0.467525035,0.494664522,0.636245034,0.372278358,0.605416816,0.821081584,0.478841459,0.893797555,1,0.742206337,0.615300877,x
Sorcin OS=Homo sapiens GN=SRI PE=1 SV=1,0.204461788,0.241753889,0.892230099,0.588809055,0.653242421,0.679564655,0.962099497,0.820442581,0.701014731,0.435236506,0.933215382,1,0.676016612,0.585508745,x
S-formylglutathione hydrolase OS=Homo sapiens GN=ESD PE=1 SV=2,0.253744734,0.273298221,0.722624957,0.543550532,0.82149491,0.737387622,0.376679875,0.605719454,0.508571868,0.374697442,0.330519855,1,0.23932683,0.405003755,x
F-actin-capping protein subunit alpha-2 OS=Homo sapiens GN=CAPZA2 PE=1 SV=3,0.107100211,0.172127213,0.417626258,0.450510431,0.895639405,0.755545086,0.614239453,0.707263484,0.395903424,0.339446971,0.405209618,1,0.667479424,0.580950762,x
"Cysteine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=CARS PE=1 SV=3",0.03358032,0.093366218,0.253769542,0.393141057,0.457132703,0.624174769,0.254896855,0.541085286,0.132154288,0.239431332,0.904357051,1,0.132808858,0.317041485,x
Vasodilator-stimulated phosphoprotein OS=Homo sapiens GN=VASP PE=1 SV=3,0.043585107,0.106837526,0.019436039,0.214767808,0.076522344,0.608824883,0.105963191,0.434504099,0.93971456,0.511390428,0.185089723,1,0.354579768,0.452141063,x
"3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens GN=ACAA2 PE=1 SV=2",0.7359005,0.514027447,0.52901829,0.484711794,0.314361994,0.608824883,0.797623394,0.77603028,0.036588942,0.200708451,0.604634801,1,0.111469122,0.304456565,x
Retinol-binding protein 4 OS=Bos taurus GN=RBP4 PE=1 SV=1,0.564373431,0.439012792,0.231583409,0.384831207,0.492718092,0.636245034,0.963835458,0.820442581,0.896174806,0.500225655,0.288301696,1,0.514165319,0.523738366,x
Complement C4-A OS=Homo sapiens GN=C4A PE=1 SV=2,0.003489083,0.040606408,0.949687456,0.602518914,0.343593748,0.608824883,0.299378319,0.566027639,0.355926937,0.328968614,0.457267421,1,0.50842913,0.521998372,x
Growth factor receptor-bound protein 2 OS=Homo sapiens GN=GRB2 PE=1 SV=1,0.244384666,0.267900444,0.625013812,0.5146059,0.838197858,0.743970851,0.292692598,0.562732436,0.565963034,0.393457085,0.369607774,1,0.285604353,0.423668947,x
Neurogenic locus notch homolog protein 3 OS=Homo sapiens GN=NOTCH3 PE=1 SV=2,0.007081563,0.053204831,0.016744044,0.198126971,0.099251854,0.608824883,0.080924241,0.402378239,0.00879391,0.136496087,0.842064398,1,0.021974033,0.188352518,x
Adapter molecule crk OS=Homo sapiens GN=CRK PE=1 SV=2,0.025982826,0.080575069,0.047336294,0.246646372,0.593463438,0.656549808,0.127642658,0.44655834,0.429657603,0.350999971,0.419340826,1,0.336073408,0.446989754,x
ADP-sugar pyrophosphatase OS=Homo sapiens GN=NUDT5 PE=1 SV=1,0.019459512,0.07109221,0.184399576,0.360269559,0.718607525,0.700458556,0.928690647,0.815079264,0.409002626,0.343134931,0.373587739,1,0.701781084,0.597134617,x
Caveolae-associated protein 1 OS=Homo sapiens GN=CAVIN1 PE=1 SV=1,0.129723219,0.190506076,0.82867613,0.572605481,0.928039667,0.76461931,0.945236571,0.820101166,0.75662184,0.45710286,0.818095752,1,0.994194579,0.695723174,x
Attractin OS=Homo sapiens GN=ATRN PE=1 SV=2,0.775991745,0.5296332,0.858799885,0.579484429,0.892580394,0.754032595,0.733101636,0.760359074,0.983348822,0.523064442,0.622181818,1,0.740062052,0.614738733,x
Sialic acid synthase OS=Homo sapiens GN=NANS PE=1 SV=2,0.043261739,0.106610447,0.177922564,0.356737585,0.03546287,0.608824883,0.378231799,0.605782698,0.013947555,0.159618426,0.75780432,1,0.044879327,0.234380785,x
Olfactomedin-like protein 2B OS=Homo sapiens GN=OLFML2B PE=2 SV=2,0.009745434,0.055177748,0.364434751,0.433884961,0.135430729,0.608824883,0.132734303,0.454102461,0.069738643,0.219019051,0.287422086,1,0.042326159,0.230857499,x
KDEL motif-containing protein 2 OS=Homo sapiens GN=KDELC2 PE=1 SV=2,0.81852085,0.546206748,0.363980064,0.433884961,0.809525159,0.73111728,0.804294969,0.77603028,0.289116,0.307448143,0.672122374,1,0.665950956,0.58078354,x
A disintegrin and metalloproteinase with thrombospondin motifs 2 OS=Homo sapiens GN=ADAMTS2 PE=2 SV=2,0.218047386,0.250623558,0.567467109,0.493450433,0.987825337,0.776795211,0.441047383,0.629406967,0.602992164,0.404622864,0.153040988,1,0.44562227,0.486508208,x
Cytoplasmic dynein 1 intermediate chain 2 OS=Bos taurus GN=DYNC1I2 PE=1 SV=1,0.01262516,0.058924888,0.013156098,0.182200464,0.809598985,0.73111728,0.763897015,0.768130023,0.186137237,0.265435103,0.118951435,1,0.996995408,0.695723174,x
Trans-Golgi network integral membrane protein 2 OS=Homo sapiens GN=TGOLN2 PE=1 SV=2,0.00906166,0.054434927,0.943009058,0.60167339,0.10939717,0.608824883,0.738695816,0.760466909,0.377647656,0.334020804,0.736403334,1,0.937336089,0.681304722,x
Cold-inducible RNA-binding protein OS=Homo sapiens GN=CIRBP PE=1 SV=1,0.07306919,0.139608231,0.837490948,0.574853669,0.526648998,0.636245034,0.203333262,0.517578144,0.654709973,0.420828399,0.221051059,1,0.183619247,0.366706742,x
Coiled-coil domain-containing protein 124 OS=Homo sapiens GN=CCDC124 PE=1 SV=1,0.019839004,0.07109221,0.90397,0.590543296,0.412778613,0.61323726,0.21154846,0.517702994,0.585105617,0.400215389,0.46682674,1,0.211197764,0.387187813,x
Proliferation-associated protein 2G4 OS=Homo sapiens GN=PA2G4 PE=1 SV=3,0.011208252,0.056599666,0.126594648,0.326509463,0.980880941,0.776795211,0.035600614,0.286383114,0.148200475,0.247141545,0.531755074,1,0.046336763,0.234380785,x
BolA-like protein 2 OS=Homo sapiens GN=BOLA2 PE=1 SV=1,0.129137551,0.19033211,0.887080819,0.587840011,0.230083792,0.608824883,0.804710306,0.77603028,0.228578958,0.283655026,0.861296453,1,0.239910654,0.405003755,x
Interleukin enhancer-binding factor 3 OS=Homo sapiens GN=ILF3 PE=1 SV=3,0.038481434,0.098864979,0.503526368,0.482697595,0.608816321,0.662268436,0.836824687,0.788125306,0.867552687,0.490809175,0.265214931,1,0.391745854,0.458906628,x
Phosphoacetylglucosamine mutase OS=Homo sapiens GN=PGM3 PE=1 SV=1,0.018414173,0.070681292,0.040207949,0.246646372,0.108271232,0.608824883,0.009079507,0.15926463,0.019891266,0.182274658,0.975424203,1,0.01354366,0.167464433,x
Inositol monophosphatase 1 OS=Homo sapiens GN=IMPA1 PE=1 SV=1,0.011082998,0.056599666,0.098654435,0.310685462,0.791050288,0.724613859,0.120041461,0.435178604,0.256110945,0.294045365,0.797636897,1,0.312958825,0.43660687,x
Signal transducing adapter molecule 1 OS=Homo sapiens GN=STAM PE=1 SV=3,0.044749034,0.108638384,0.17005715,0.355076474,0.31961307,0.608824883,0.254913669,0.541085286,0.092044338,0.230303107,0.044087121,1,0.893997716,0.669684476,x
Poly(rC)-binding protein 2 OS=Homo sapiens GN=PCBP2 PE=1 SV=1,0.172063981,0.222032968,0.121246674,0.325080529,0.51749686,0.636245034,0.345173449,0.592310095,0.104600573,0.232556846,0.440919545,1,0.213800263,0.389946673,x
Twisted gastrulation protein homolog 1 OS=Homo sapiens GN=TWSG1 PE=1 SV=1,0.141748829,0.201012883,0.42680285,0.453900762,0.597492532,0.657423911,0.03556553,0.286383114,0.573197199,0.395095306,0.330645731,1,0.043375659,0.230857499,x
Chitinase domain-containing protein 1 OS=Homo sapiens GN=CHID1 PE=1 SV=1,0.318900811,0.309210864,0.38521766,0.437961466,0.335475471,0.608824883,0.240363438,0.527946762,0.93489972,0.510482975,0.656017257,1,0.565539697,0.540028072,x
Proteasome subunit alpha type-7 OS=Bos taurus GN=PSMA7 PE=1 SV=1,0.674063168,0.489327078,0.227953236,0.383305771,0.530485664,0.637619935,0.278012387,0.55536142,0.35073226,0.328510304,0.933592141,1,0.411587248,0.469612075,x
Cartilage-associated protein OS=Homo sapiens GN=CRTAP PE=1 SV=1,0.180697031,0.227190796,0.085228618,0.292572804,0.632987907,0.668548072,0.120225325,0.435178604,0.043481651,0.202796792,0.45238892,1,0.055731221,0.2528983,x
Endothelial cell-specific molecule 1 OS=Homo sapiens GN=ESM1 PE=1 SV=2,0.006497813,0.052122584,0.185356668,0.360269559,0.110400271,0.608824883,0.377605594,0.605782698,0.214084096,0.279213758,0.496700081,1,0.906286728,0.672200066,x
Serine/threonine-protein phosphatase 2A activator OS=Homo sapiens GN=PTPA PE=1 SV=3,0.561429862,0.437828687,0.896427472,0.588913245,0.595013095,0.656549808,0.677123888,0.737860508,0.594334319,0.401783338,0.856316967,1,0.401352694,0.464877547,x
Protein transport protein Sec31A OS=Homo sapiens GN=SEC31A PE=1 SV=3,0.041977854,0.10456188,0.242417857,0.390392943,0.053396983,0.608824883,0.565961348,0.68751245,0.019114742,0.179395486,0.392920246,1,0.022417526,0.188352518,x
"Hydroxyacylglutathione hydrolase, mitochondrial OS=Homo sapiens GN=HAGH PE=1 SV=2",0.024103045,0.077859356,0.298912486,0.405616752,0.124595408,0.608824883,0.150982017,0.469176108,0.033862025,0.200708451,0.398573144,1,0.022040299,0.188352518,x
Coiled-coil domain-containing protein 50 OS=Homo sapiens GN=CCDC50 PE=1 SV=1,0.012046338,0.058590674,0.074172461,0.28983908,0.907448386,0.760123616,0.101785499,0.431059229,0.095312619,0.230303107,0.765387928,1,0.123197742,0.308353662,x
Glucosamine-6-phosphate isomerase 1 OS=Bos taurus GN=GNPDA1 PE=2 SV=1,0.934164117,0.588063441,0.684943006,0.531333313,0.618467524,0.665849226,0.92565892,0.815079264,0.839622753,0.483034487,0.621947069,1,0.57295117,0.542940948,x
Eukaryotic translation initiation factor 4H OS=Bos taurus GN=EIF4H PE=2 SV=1,0.018323331,0.070681292,0.042851663,0.246646372,0.181769458,0.608824883,0.282349776,0.555770321,0.04000214,0.202796792,0.028087106,1,0.084656465,0.278126915,x
Tropomyosin beta chain OS=Homo sapiens GN=TPM2 PE=1 SV=1,0.338198083,0.318841288,0.204646836,0.370942575,0.759913232,0.710487543,0.283262908,0.555770321,0.340463643,0.325079182,0.825089457,1,0.451487891,0.487679375,x
"V-type proton ATPase subunit B, brain isoform OS=Homo sapiens GN=ATP6V1B2 PE=1 SV=3",0.064842809,0.129983418,0.05344606,0.260536343,0.739414505,0.705720828,0.261837393,0.548408179,0.171487153,0.260662522,0.203795885,1,0.539174462,0.534698926,x
Amyloid-beta A4 protein OS=Homo sapiens GN=APP PE=1 SV=3,0.081931466,0.14816884,0.09828392,0.310685462,0.130444129,0.608824883,0.360898614,0.60370925,0.670961801,0.426418069,0.400446586,1,0.575470978,0.544017583,x
SH3 domain-binding glutamic acid-rich-like protein OS=Homo sapiens GN=SH3BGRL PE=1 SV=1,0.003742279,0.040971812,0.755618629,0.55108646,0.178684257,0.608824883,0.884958397,0.800047947,0.153591145,0.247455003,0.770438554,1,0.269459119,0.416634879,x
14 kDa phosphohistidine phosphatase OS=Homo sapiens GN=PHPT1 PE=1 SV=1,0.00985192,0.055177748,0.197253631,0.367623205,0.686835164,0.692050732,0.121810084,0.43829417,0.219136747,0.281951932,0.856619335,1,0.180042621,0.363678464,x
Peptidyl-prolyl cis-trans isomerase FKBP9 OS=Homo sapiens GN=FKBP9 PE=1 SV=2,0.185434569,0.231121527,0.086988269,0.292572804,0.74815164,0.706185602,0.629075575,0.710955626,0.231481909,0.28367715,0.163695265,1,0.621494766,0.564237801,x
Epididymis-specific alpha-mannosidase OS=Homo sapiens GN=MAN2B2 PE=1 SV=4,0.541646122,0.426964367,0.334771205,0.425508684,0.665196844,0.684823588,0.770721968,0.769595879,0.17896348,0.263825603,0.195714943,1,0.421652194,0.475334912,x
Eukaryotic translation initiation factor 3 subunit I OS=Bos taurus GN=EIF3I PE=2 SV=1,0.04149419,0.103636472,0.113110302,0.319881575,0.713935844,0.698763961,0.08438361,0.403810892,0.121122606,0.233194644,0.942737973,1,0.105157613,0.301008172,x
Clathrin light chain B OS=Bos taurus GN=CLTB PE=1 SV=1,0.001968458,0.034982415,0.016766778,0.198126971,0.294769969,0.608824883,0.029277613,0.264227307,0.066616386,0.216742638,0.793292626,1,0.077123406,0.27332369,x
